Номер постамата|Дата ввода в эксплуатацию|Адрес постамата|Режим работы|Аренда|Точность|Широта|Долгота
PS11269|2021-11-19 00:00:00|Свердловская область,город Екатеринбург,улица Посадская, дом 45|ПН-ВС 09:00-22:00|ДА|96.36|56.82117999848964|60.57714999680275
PS11270|2021-11-19 00:00:00|Свердловская область,город Екатеринбург,улица Татищева, дом 77|ПН-ВС 09:00-22:00|ДА|96.3|56.83532001768953|60.5495700149562
PS11274|2021-11-19 00:00:00|Пермский край,город Пермь,улица КИМ, дом 13|ПН-ВС 09:00-22:00|ДА|94.29|58.02742999420846|56.30797999739087
PS11277|2021-11-19 00:00:00|Пермский край,город Краснокамск,улица Февральская, дом 8А|ПН-ВС 09:00-22:00|ДА|95.92|58.08446000240951|55.76718002360647
PS11280|2021-11-19 00:00:00|Пермский край,город Пермь,улица Кабельщиков, дом 12|ПН-ВС 09:00-22:00|ДА|95.35|58.10088999946643|56.29642001180744
PS11283|2021-11-19 00:00:00|Пермский край,город Пермь,улица Трясолобова, дом 73|ПН-ВС 09:00-22:00|ДА|95.35|58.16158000759853|56.30453000604385
PS11286|2021-11-19 00:00:00|Пермский край,город Чусовой,улица Матросова, дом 10|ПН-ВС 09:00-22:00|ДА|95.35|58.29386001839018|57.83358997564466
PS11287|2021-11-19 00:00:00|Пермский край,город Чусовой,улица Ленина, дом 18|ПН-ВС 09:00-22:00|ДА|95.0|58.30020998059783|57.8174500343471
PS11289|2021-11-19 00:00:00|Пермский край,город Кудымкар,улица Калинина, зд 70|ПН-ВС 09:00-22:00|ДА|92.4|59.01965002018011|54.65738997545904
PS11381|2021-11-19 00:00:00|Камчатский край,город Петропавловск-Камчатский,улица Тушканова, дом 35|ПН-ВС 09:00-21:00|НЕТ|96.72|53.06376998921101|158.6261299711774
PS9911|2021-11-19 00:00:00|г Москва, район Измайлово, Измайловский бульвар , дом 38|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|93.72|55.79641999946742|37.80016999589287
PS9911|2021-11-19 00:00:00|г Москва, район Измайлово, Измайловский бульвар , дом 38|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|93.72|55.79641999946742|37.80016999589287
PS9859|2021-12-06 00:00:00|г Москва, район Измайлово, Измайловский бульвар , дом 38|ПН-ВС 09:00-21:00|ДА|93.72|55.79641999946742|37.80016999589287
PS9859|2021-12-06 00:00:00|г Москва, район Измайлово, Измайловский бульвар , дом 38|ПН-ВС 09:00-21:00|ДА|93.72|55.79641999946742|37.80016999589287
PS9971|2021-11-19 00:00:00|Амурская область,город Циолковский,улица Красногвардейская, зд 8/3|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|93.44|51.76161558736776|128.1216740938956
PS11135|2021-11-20 00:00:00|Свердловская область,город Екатеринбург,улица Молотобойцев, дом 5|ПН-ВС 09:00-22:00|ДА|94.31|56.75347999518434|60.62089003651445
PS11138|2021-11-20 00:00:00|Свердловская область,город Екатеринбург,улица Газетная, дом 63|ПН-ВС 09:00-22:00|ДА|96.3|56.76178998163053|60.59992999797683
PS11139|2021-11-20 00:00:00|Свердловская область,город Екатеринбург,улица Селькоровская, дом 40Ж|ПН-ВС 09:00-22:00|ДА|96.67|56.76226697382194|60.61220780777784
PS11141|2021-11-20 00:00:00|Свердловская область,город Екатеринбург,улица Бисертская, дом 26|ПН-ВС 09:00-22:00|ДА|96.43|56.74502998904561|60.61506000376076
PS11141|2021-11-20 00:00:00|Свердловская область,город Екатеринбург,улица Бисертская, дом 26|ПН-ВС 09:00-22:00|ДА|96.43|56.74502998904561|60.61506000376076
PS1737|2020-10-01 00:00:00|Свердловская область,город Екатеринбург,улица Бисертская, дом 26|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.43|56.74502998904561|60.61506000376076
PS1737|2020-10-01 00:00:00|Свердловская область,город Екатеринбург,улица Бисертская, дом 26|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.43|56.74502998904561|60.61506000376076
PS11158|2021-11-20 00:00:00|Свердловская область,город Екатеринбург,улица Челюскинцев, дом 19|ПН-ВС 09:00-22:00|ДА|96.49|56.85666000789809|60.60190997114495
PS11179|2021-11-20 00:00:00|Свердловская область,город Полевской, мкр Зеленый Бор-1, зд 4А|ПН-ВС 09:00-22:00|ДА|93.56|56.50520999287497|60.26416000922404
PS11285|2021-11-20 00:00:00|Пермский край,город Лысьва,улица Суворова, дом 32|ПН-ВС 09:00-22:00|ДА|95.12|58.1195399854889|57.80737004140735
PS11290|2021-11-20 00:00:00|Пермский край,город Соликамск,улица 20-летия Победы, дом 188а/2|ПН-ВС 09:00-22:00|ДА|95.38|59.63812816907186|56.74878374475699
PS11291|2021-11-20 00:00:00|Пермский край,город Соликамск,улица 20-летия Победы, дом 119|ПН-ВС 09:00-22:00|ДА|96.0|59.64759001957606|56.77080999909472
PS11398|2021-11-20 00:00:00|Свердловская область,город Полевской,улица Карла Маркса, двлд 21|ПН-ВС 09:00-22:00|ДА|92.52|56.44352999815882|60.16135999009077
PS11399|2021-11-20 00:00:00|Свердловская область,город Полевской,улица Победы, дом 17|ПН-ВС 09:00-22:00|ДА|95.92|56.44602998459993|60.16341003596941
PS11400|2021-11-20 00:00:00|Свердловская область,город Полевской, мкр Ялунина, дом 7|ПН-ВС 09:00-22:00|ДА|95.74|56.49286998738202|60.23538996476466
PS11402|2021-11-20 00:00:00|Свердловская область,город Полевской,улица Декабристов, дом 1Б|ПН-ВС 09:00-22:00|ДА|96.3|56.49585997988277|60.25464998570021
PS11405|2021-11-20 00:00:00|Свердловская область,город Полевской, мкр Зеленый Бор-2, дом 7А|ПН-ВС 09:00-22:00|ДА|96.15|56.51236000774074|60.26952995931242
PS11409|2021-11-20 00:00:00|Свердловская область, Гаринский район , пгт Гари,улица Комсомольская, дом 26|ПН-ВС 09:00-22:00|ДА|100.0|59.43129002090137|62.34515003037879
PS10622|2021-11-21 00:00:00|Ленинградская область, Кировский район ,город Кировск,улица Молодежная, дом 13|ПН-ВС 09:00-22:00|ДА|98.14|59.88647155780559|30.99832063830468
PS11032|2021-11-21 00:00:00|г Санкт-Петербург, Калининский район , проспект Науки, дом 44|ПН-ВС 10:00-22:00|ДА|100.0|60.00650998670912|30.42596998178678
PS11060|2021-11-21 00:00:00|г Санкт-Петербург, Калининский район , Светлановский проспект , дом 40 корпус 1|ПН-ВС 00:00-23:59|ДА|95.63|60.02321000677682|30.37658003642065
PS11134|2021-11-21 00:00:00|Свердловская область,город Екатеринбург,улица Бородина, дом 15Б|ПН-ВС 09:00-22:00|ДА|96.36|56.75236997974682|60.69938999633277
PS11148|2021-11-21 00:00:00|Челябинская область,город Верхний Уфалей,улица Ленина, дом 192|ПН-ВС 09:00-22:00|ДА|96.23|56.05225999190111|60.22168002101671
PS11150|2021-11-21 00:00:00|Челябинская область, Каслинский район ,город Касли,улица Ленина, дом 59 А|ПН-ВС 09:00-22:00|ДА|99.0|55.8963500130439|60.76033003663659
PS11151|2021-11-21 00:00:00|Челябинская область, Каслинский район ,город Касли,улица Ленина, дом 8А|ПН-ВС 09:00-22:00|ДА|99.15|55.90770342746735|60.73723546638819
PS11181|2021-11-21 00:00:00|Свердловская область,город Верхняя Салда,улица Парковая, дом 22|ПН-ВС 09:00-22:00|ДА|96.3|58.05990999474187|60.58338001397595
PS11182|2021-11-21 00:00:00|Свердловская область,город Серов,улица Ленина, дом 215|ПН-ВС 09:00-22:00|ДА|95.65|59.60735001117334|60.61111003188933
PS11271|2021-11-21 00:00:00|Пермский край,город Пермь,улица Крупской, дом 80 строение б|ПН-ВС 09:00-22:00|ДА|88.57|57.99599999468586|56.29435999146401
PS11275|2021-11-21 00:00:00|Пермский край,город Пермь,улица Транспортная, дом 8|ПН-ВС 09:00-22:00|ДА|94.25|58.05350946477424|56.58719118771927
PS11278|2021-11-21 00:00:00|Пермский край,город Краснокамск,улица Энтузиастов, дом 17|ПН-ВС 09:00-22:00|ДА|95.92|58.08731001712721|55.7792799713925
PS11284|2021-11-21 00:00:00|Пермский край,город Лысьва, проспект Победы, дом 16|ПН-ВС 09:00-22:00|ДА|95.24|58.08885999866243|57.81420003520986
PS11288|2021-11-21 00:00:00|Пермский край, Горнозаводский район ,город Горнозаводск, район Октябрьская 6|ПН-ВС 09:00-22:00|ДА|97.34|58.37796001153902|58.31676998097299
PS9963|2021-11-21 00:00:00|Ленинградская область, Тосненский район , поселок Тельмана, дом 2Б|ПН-ВС 10:00-22:00|ДА|100.0|59.72432973545597|30.61081211977699
PS9963|2021-11-21 00:00:00|Ленинградская область, Тосненский район , поселок Тельмана, дом 2Б|ПН-ВС 10:00-22:00|ДА|100.0|59.72432973545597|30.61081211977699
PS9920|2021-12-01 00:00:00|Ленинградская область, Тосненский район , поселок Тельмана, дом 2Б|ПН-ВС 06:00-23:59|НЕТ|100.0|59.72432973545597|30.61081211977699
PS9920|2021-12-01 00:00:00|Ленинградская область, Тосненский район , поселок Тельмана, дом 2Б|ПН-ВС 06:00-23:59|НЕТ|100.0|59.72432973545597|30.61081211977699
PS10337|2021-11-22 00:00:00|Ростовская область,город Ростов-на-Дону, проспект Шолохова, дом 88/76|ПН-ВС 08:00-22:00|ДА|95.09|47.24027000704794|39.75781000208008
PS10348|2021-11-22 00:00:00|Ростовская область,город Ростов-на-Дону, Братский пер, дом 48/19|ПН-ВС 08:00-23:00|ДА|94.62|47.2206400089062|39.69954001703277
PS10351|2021-11-22 00:00:00|Ростовская область,город Ростов-на-Дону,улица Казахская, дом 80/1|ПН-ВС 08:00-23:00|ДА|95.56|47.27572998370778|39.73890998388589
PS10355|2021-11-22 00:00:00|Ростовская область,город Ростов-на-Дону,улица Пацаева, дом 7/2|ПН-ВС 08:00-23:00|ДА|95.29|47.28025401809077|39.70320385654225
PS10904|2021-11-22 00:00:00|Волгоградская обл., Волгоград, улица Капецкого 15|ПН-ВС 08:00-19:00|ДА|97.56|48.51210001321141|44.57079000052568
PS10938|2021-11-22 00:00:00|Кировская область,город Киров,улица Мопра, дом 19|ПН-ВС 10:00-19:00|ДА|95.12|58.50476001785358|49.68589997370071
PS11030|2021-11-22 00:00:00|г Санкт-Петербург, Кировский район , Ленинский проспект , дом 119 литер б|ПН-ВС 08:00-22:00|ДА|95.86|59.85137998585188|30.25753999606593
PS11061|2021-11-22 00:00:00|Иркутская область,город Ангарск, кв-л 58, дом 1|ПН-ПТ 09:00-19:00, СБ-ВС 10:00-19:00|ДА|89.17|52.52345776644982|103.9035669066938
PS11068|2021-11-22 00:00:00|Волгоградская обл., Волгоград,ул. Краснопресненская 2/2|ПН-ВС 09:00-19:00|ДА|100.0|48.66247998953912|44.44983000142958
PS11103|2021-11-22 00:00:00|Тюменская область, Нижнетавдинский район , село Нижняя Тавда,улица Ленина, дом 25|ПН-ВС 09:00-22:00|ДА|98.3|57.67375739382712|66.17473874706387
PS11104|2021-11-22 00:00:00|Тюменская область, Нижнетавдинский район , село Нижняя Тавда,улица Ленина, дом 7|ПН-ВС 09:00-22:00|ДА|98.29|57.67441575887042|66.1779073243293
PS11107|2021-11-22 00:00:00|Тюменская область,город Ишим,улица Советская, дом 26|ПН-ВС 09:00-22:00|ДА|94.35|56.10748431664235|69.45827487386103
PS11115|2021-11-22 00:00:00|Тюменская область,город Ишим,улица Чехова, зд 98|ПН-ВС 09:00-22:00|ДА|92.07|56.12363998597658|69.5319399933945
PS11118|2021-11-22 00:00:00|Тюменская область, Абатский район , село Абатское,улица Зеленая, зд 35А|ПН-ВС 09:00-22:00|ДА|97.98|56.28576594657702|70.44543444200337
PS11119|2021-11-22 00:00:00|Тюменская область, Сорокинский район , село Большое Сорокино,улица Ленина, дом 56|ПН-ВС 09:00-22:00|ДА|99.4|56.63481999031958|69.81495998325522
PS11120|2021-11-22 00:00:00|Тюменская область,город Ишим,улица Республики, двлд 97б/5|ПН-ВС 09:00-22:00|ДА|90.75|56.13320998201763|69.52163000103161
PS11122|2021-11-22 00:00:00|Тюменская область,город Ишим,улица Иркутская, дом 11|ПН-ВС 09:00-22:00|ДА|95.45|56.10807998855975|69.51536997664505
PS11137|2021-11-22 00:00:00|Свердловская область,город Екатеринбург,улица Бахчиванджи, строение 1е|ПН-ВС 09:00-22:00|ДА|87.03|56.75969999598325|60.82051998042525
PS11143|2021-11-22 00:00:00|Свердловская область,город Екатеринбург, поселок Исток,улица Главная, дом 17|ПН-ВС 09:00-22:00|ДА|99.23|56.7799099799152|60.88054002303656
PS11157|2021-11-22 00:00:00|Свердловская область,город Екатеринбург, Кировский район ,улица Блюхера, дом 47|ПН-ВС 09:00-22:00|ДА|99.25|56.85415997954746|60.64532001532862
PS11162|2021-11-22 00:00:00|Свердловская область,город Екатеринбург,улица Машиностроителей, дом 75|ПН-ВС 09:00-22:00|ДА|96.77|56.88318998873382|60.56591003228255
PS11163|2021-11-22 00:00:00|Свердловская область,город Екатеринбург, Орджоникидзевский район ,улица Кузнецова, дом 2|ПН-ВС 09:00-22:00|ДА|99.34|56.88779001910603|60.60859998716441
PS11163|2021-11-22 00:00:00|Свердловская область,город Екатеринбург, Орджоникидзевский район ,улица Кузнецова, дом 2|ПН-ВС 09:00-22:00|ДА|99.34|56.88779001910603|60.60859998716441
PS12867|2022-04-11 00:00:00|Свердловская область,город Екатеринбург, Орджоникидзевский район ,улица Кузнецова, дом 2|ПН-ВС 10:00-20:00|ДА|99.34|56.88779001910603|60.60859998716441
PS12867|2022-04-11 00:00:00|Свердловская область,город Екатеринбург, Орджоникидзевский район ,улица Кузнецова, дом 2|ПН-ВС 10:00-20:00|ДА|99.34|56.88779001910603|60.60859998716441
PS11170|2021-11-22 00:00:00|г Санкт-Петербург,город Колпино,улица Пролетарская, дом 5 корпус 2 литер а|ПН-ВС 08:00-22:00|ДА|83.61|59.8296400112238|30.09085998409003
PS11215|2021-11-22 00:00:00|Кемеровская область - Кузбасс,город Белово, пгт Бачатский,улица Комсомольская, дом 43|ПН-ВС 09:00-22:00|ДА|99.3|54.28711998941708|86.0966599667895
PS11217|2021-11-22 00:00:00|Кемеровская область - Кузбасс,город Ленинск-Кузнецкий,улица Пушкина, дом 90|ПН-ВС 09:00-22:00|ДА|96.83|54.68130999928403|86.18508996729975
PS11242|2021-11-22 00:00:00|Челябинская область, Саткинский район ,город Бакал,улица Октябрьская, дом 8|ПН-ВС 09:00-22:00|ДА|99.21|54.94115000355112|58.81027003694803
PS11262|2021-11-22 00:00:00|Свердловская область,город Екатеринбург,улица Новгородцевой, дом 13А|ПН-ВС 09:00-22:00|ДА|96.67|56.83393997924119|60.67696002343527
PS11268|2021-11-22 00:00:00|Курганская область, Петуховский район ,город Петухово,улица Ленина, дом 2Б|ПН-ВС 09:00-22:00|ДА|98.09|55.07085284093083|67.89962803169684
PS11272|2021-11-22 00:00:00|Пермский край,город Пермь,улица Юрша, зд 62|ПН-ВС 09:00-22:00|ДА|91.08|58.00858001597626|56.30984999998932
PS11273|2021-11-22 00:00:00|Пермский край,город Пермь,улица Металлистов, дом 18|ПН-ВС 09:00-22:00|ДА|95.35|58.02220999636791|56.2986100354691
PS11279|2021-11-22 00:00:00|Пермский край,город Пермь,улица Янаульская, дом 24|ПН-ВС 09:00-23:00|ДА|95.24|58.10033000451529|56.30495002321197
PS11281|2021-11-22 00:00:00|Пермский край,город Пермь,улица Писарева, дом 32|ПН-ВС 09:00-22:00|ДА|95.0|58.11108997935014|56.30467995829167
PS11282|2021-11-22 00:00:00|Пермский край,город Пермь,улица Репина, дом 61|ПН-ВС 09:00-22:00|ДА|94.74|58.11312729012635|56.29610396297034
PS11337|2021-11-22 00:00:00|Воронежская область, Новоусманский район , село Новая Усмань,улица Спортивная, дом 1/1|ПН-ВС 08:00-19:00|ДА|99.3|51.65813999793406|39.40511996830119
PS11340|2021-11-22 00:00:00|Калужская область,город Калуга, Грабцевское шоссе, зд 4Б|ПН-ВС 08:00-20:00|ДА|93.1|54.5207999900546|36.2852200382786
PS11382|2021-11-22 00:00:00|г Москва,улица Кировоградская, дом 13А|ПН-ВС 10:00-22:00|ДА|100.0|55.61210002080171|37.60696997754602
PS11418|2021-11-22 00:00:00|Свердловская область,город Краснотурьинск,улица Бульвар Мира, дом 4|ПН-ВС 09:00-22:00|ДА|93.1|59.76245997928197|60.19489003354445
PS11420|2021-11-22 00:00:00|Свердловская область,город Краснотурьинск,улица Металлургов, дом 34|ПН-ВС 09:00-22:00|ДА|96.61|59.76621000085316|60.1845399756844
PS11426|2021-11-22 00:00:00|Свердловская область,город Волчанск,улица Социалистическая, дом 2А|ПН-ВС 09:00-22:00|ДА|96.55|59.9322399962378|60.07733996029819
PS11428|2021-11-22 00:00:00|Свердловская область,город Североуральск,улица Октябрьская, дом 45|ПН-ВС 09:00-22:00|ДА|96.55|60.15119999188519|59.96972998602769
PS11478|2021-11-22 00:00:00|Камчатский край,город Петропавловск-Камчатский,улица Океанская, дом 121/2|ПН-ПТ 09:30-17:45, СБ-ВС выходной|НЕТ|96.19|52.98152431688701|158.6807791701318
PS9923|2021-11-22 00:00:00|Курганская область, Мишкинский район , село Кирово,улица Советская, дом 104|ПН-ПТ 08:00-16:00, СБ-ВС выходной|НЕТ|98.25|55.55583594301559|63.76387811527104
PS10042|2021-11-23 00:00:00|г Санкт-Петербург, Петергофское шоссе, дом 45|ПН-ВС 10:00-21:00|ДА|100.0|59.84853001304367|30.15286997433421
PS10712|2021-11-23 00:00:00|344034 Ростовская облгород Ростов-на-Донуулица Портовая зд 250|ПН-ВС 08:00-23:00|ДА|96.22|47.20032001249507|39.66442998483052
PS10750|2021-11-23 00:00:00|Кемеровская область - Кузбасс,город Новокузнецк, район Центральный,улица Тольятти, дом 62 корпус 6|ПН-ВС 08:00-22:00|ДА|97.62|53.76060022189836|87.14673902885266
PS11016|2021-11-23 00:00:00|Волгоградская область,город Волгоград,улица Ополченская, дом 11К|ПН-ВС 10:00-19:00|ДА|96.43|48.79924000184948|44.59560998929459
PS11029|2021-11-23 00:00:00|г Санкт-Петербург, Новоизмайловский проспект , дом 22 корпус 2|ПН-ВС 09:00-21:00|ДА|94.51|59.86189001233404|30.3062899831246
PS11033|2021-11-23 00:00:00|г Санкт-Петербург, проспект Луначарского, дом 11 корпус 3|ПН-ВС 00:00-23:59|ДА|94.04|60.0432165164824|30.33038382970513
PS11058|2021-11-23 00:00:00|г Санкт-Петербург, проспект Кузнецова, дом 22 корпус 1|ПН-ВС 10:00-23:00|ДА|93.64|59.85476314066751|30.1854940533883
PS11059|2021-11-23 00:00:00|г Санкт-Петербург, проспект Народного Ополчения, дом 62|ПН-ВС 09:00-20:00|ДА|100.0|59.82390273892103|30.18000068859512
PS11071|2021-11-23 00:00:00|Новгородская область,город Великий Новгород,улица Большая Санкт-Петербургская, дом 25|ПН-ВС 10:00-21:00|ДА|97.3|58.53304998880859|31.26729999262247
PS11075|2021-11-23 00:00:00|Новосибирская область,город Новосибирск, Бердское шоссе, влд 548|ПН-ВС 09:00-22:00|ДА|93.6|54.81610001289104|83.09004003325947
PS11097|2021-11-23 00:00:00|Красноярский край,город Назарово,улица Арбузова, дом 110|ПН-ВС 10:00-20:00|ДА|95.83|56.01091998443516|90.4176000367932
PS11117|2021-11-23 00:00:00|Тюменская область,город Тюмень,улица Холодильная, дом 13а|ПН-ВС 09:00-22:00|ДА|95.92|57.15390999668926|65.58619997724247
PS11123|2021-11-23 00:00:00|Тюменская область,город Тюмень, Червишевский тракт, дом 23|ПН-ВС 09:00-22:00|ДА|95.92|57.12618999515016|65.52300000820449
PS11130|2021-11-23 00:00:00|Новгородская область,город Великий Новгород,улица Кочетова, дом 23А|ПН-ВС 10:00-22:00|ДА|96.55|58.53560998967643|31.22436000556888
PS11145|2021-11-23 00:00:00|Свердловская область,город Екатеринбург,улица Академика Бардина, дом 13|ПН-ВС 09:00-22:00|ДА|96.77|56.80658999681779|60.55499000500654
PS11147|2021-11-23 00:00:00|Челябинская область, Аргаяшский район , село Аргаяш,улица Октябрьская, дом 2|ПН-ВС 09:00-22:00|ДА|99.37|55.49397000367472|60.87322002317441
PS11159|2021-11-23 00:00:00|Свердловская область,город Екатеринбург,улица Сулимова, дом 6|ПН-ВС 09:00-22:00|ДА|96.23|56.86127998719982|60.64968002990338
PS11161|2021-11-23 00:00:00|Свердловская область,город Екатеринбург,улица Пехотинцев, дом 7А|ПН-ВС 09:00-22:00|ДА|96.43|56.8693499997581|60.55442003559062
PS11223|2021-11-23 00:00:00|Новосибирская область, Ордынский район ,рабочий поселок Ордынское, проспект Ленина, дом 2|ПН-ВС 09:00-22:00|ДА|99.07|54.36420001292797|81.90898997798047
PS11236|2021-11-23 00:00:00|Свердловская область,город Екатеринбург,улица Павла Шаманова, дом 22|ПН-ВС 09:00-22:00|ДА|96.61|56.78748001194907|60.51933003613695
PS11239|2021-11-23 00:00:00|Свердловская область,город Екатеринбург,улица Громова, дом 26|ПН-ВС 09:00-22:00|ДА|96.23|56.81098999307071|60.57252997559146
PS11240|2021-11-23 00:00:00|Свердловская область,город Екатеринбург,улица Коммунистическая, дом 10|ПН-ВС 09:00-22:00|ДА|96.77|56.68236998221016|60.51071997755707
PS11244|2021-11-23 00:00:00|Челябинская область,город Златоуст,улицаимени Я.М.Свердлова, дом 22|ПН-ВС 09:00-22:00|ДА|86.77|55.20283000320327|59.71457001739861
PS11247|2021-11-23 00:00:00|Челябинская область,город Усть-Катав,улица Ленина, дом 46|ПН-ВС 09:00-22:00|ДА|94.73|54.9293734427289|58.17902453967202
PS11254|2021-11-23 00:00:00|Свердловская область,город Екатеринбург,улица Шефская, дом 89 корпус 1|ПН-ВС 09:00-22:00|ДА|92.0|56.90455998615573|60.62192000477665
PS11263|2021-11-23 00:00:00|Курганская область, Далматовский район ,город Далматово,улица Энгельса, дом 9|ПН-ВС 09:00-22:00|ДА|99.23|56.25859998458|62.93420998516223
PS11276|2021-11-23 00:00:00|Пермский край,город Краснокамск, Гознаковский пер, дом 6|ПН-ВС 09:00-22:00|ДА|95.74|58.07771998833758|55.73110003756875
PS11297|2021-11-23 00:00:00|Тюменская область,город Заводоуковск,улица Мелиораторов, зд 3А|ПН-ВС 09:00-22:00|ДА|93.87|56.52081920291236|66.52200389604262
PS11334|2021-11-23 00:00:00|Тюменская область, Бердюжский район , село Бердюжье,улица Кирова, дом 45А|ПН-ВС 09:00-22:00|ДА|98.23|55.80262525070587|68.33236386825286
PS11367|2021-11-23 00:00:00|Самарская область,город Самара,улица Вилоновская, дом 138|ПН-СБ 09:00-19:30, ВС 09:00-18:30|ДА|95.92|53.19284999891784|50.12435003655233
PS6038|2021-11-23 00:00:00|Курская область, Дмитриевский район ,рабочий поселок Первоавгустовский,улица Ватутина, дом 3|ПН-ВС - выходной|НЕТ|99.11|52.2223702922513|35.0435024243659
PS10070|2021-11-24 00:00:00|Московская область,город Королёв, мкр Первомайский,улица Мира, дом 29/1|ПН-ВС 08:00-23:00|ДА|98.47|55.9416099851679|37.90547997593202
PS10167|2021-11-24 00:00:00|г Санкт-Петербург, шоссе Революции, дом 31|ПН-ВС 10:00-20:00|ДА|100.0|59.95882001703549|30.42750001439242
PS10297|2021-11-24 00:00:00|Ростовская область,город Азов,улица Мира, дом 20|ПН-ВС 08:00-22:00|ДА|95.0|47.10409999690211|39.42378998707224
PS10340|2021-11-24 00:00:00|Ростовская область,город Ростов-на-Дону, Ворошиловский проспект , дом 89/80|ПН-ВС 10:00-21:00|ДА|97.83|47.22980000000007|39.71548000000007
PS10553|2021-11-24 00:00:00|г Санкт-Петербург, Южное шоссе, дом 46|ПН-ВС 08:00-20:00|ДА|100.0|59.86624395942579|30.4244268377298
PS10675|2021-11-24 00:00:00|Челябинская область,город Челябинск, Комсомольский проспект , дом 65/1|ПН-ВС 09:00-21:00|ДА|95.93|55.19352001379875|61.31964001866041
PS10821|2021-11-24 00:00:00|Ростовская область,город Ростов-на-Дону, проспект Космонавтов, дом 4/16|ПН-СБ 07:00-19:30, ВС 07:00-18:00|ДА|95.25|47.2824399905663|39.71750000478585
PS11005|2021-11-24 00:00:00|Волгоградская область,город Волгоград,улица Ангарская, дом 17|ПН-ВС 08:00-22:00|ДА|96.23|48.7161100044456|44.48701002844004
PS11109|2021-11-24 00:00:00|Тюменская область,город Тобольск, мкр 7, дом 24а|ПН-ВС 09:00-22:00|ДА|94.87|58.23389001574083|68.2698299774294
PS11111|2021-11-24 00:00:00|Тюменская область,город Тобольск, мкр 8, дом 36|ПН-ВС 09:00-22:00|ДА|94.74|58.22539998601442|68.28554998537783
PS11113|2021-11-24 00:00:00|Тюменская область,город Тюмень,улица Восстания, дом 13|ПН-ВС 09:00-22:00|ДА|95.65|57.14929999185227|65.49034000630041
PS11116|2021-11-24 00:00:00|Тюменская область,город Тюмень,улица Пражская, дом 10|ПН-ВС 09:00-22:00|ДА|95.56|57.19090998041952|65.63847002835874
PS11169|2021-11-24 00:00:00|Волгоградская область,город Волгоград,улица Историческая, дом 177Б|ПН-ВС 08:00-23:59|ДА|96.55|48.75863001624057|44.47845000982213
PS11221|2021-11-24 00:00:00|Новосибирская область, Тогучинский район ,рабочий поселок Горный,улица Советская, дом 9|ПН-ВС 09:00-22:00|ДА|99.05|55.11830001842151|83.88064997451409
PS11261|2021-11-24 00:00:00|Свердловская область,город Екатеринбург, Ленинский район ,улица Хохрякова, дом 104|ПН-ВС 09:00-22:00|ДА|99.29|56.82446000484026|60.59523001340926
PS11264|2021-11-24 00:00:00|Курганская область, Катайский район ,город Катайск,улица Комсомольская, дом 1|ПН-ВС 09:00-22:00|ДА|99.23|56.2866700143957|62.57861998052272
PS11266|2021-11-24 00:00:00|Курганская область,город Шадринск,улица Михайловская, дом 74Б|ПН-ВС 09:00-22:00|ДА|96.23|56.07933999322324|63.63094001246193
PS11333|2021-11-24 00:00:00|Свердловская область,город Екатеринбург, Ленинский район ,улица 8 Марта, дом 110|ПН-ВС 09:00-22:00|ДА|99.25|56.81364001557867|60.60777998557677
PS11368|2021-11-24 00:00:00|Самарская область,город Самара, проспект Кирова, павильон 12 (напротив проспект Кирова д. 48А к. 1)|ПН-ВС 09:00-20:00|ДА|78.95|53.21881001033765|50.26289996237628
PS11422|2021-11-24 00:00:00|Свердловская область,город Карпинск,улица Мира, дом 62|ПН-ВС 09:00-22:00|ДА|95.65|59.7619400079185|60.00687003136002
PS11423|2021-11-24 00:00:00|Свердловская область,город Карпинск,улица Луначарского, дом 58|ПН-ВС 09:00-22:00|ДА|96.3|59.76353998750614|59.99815000221048
PS11424|2021-11-24 00:00:00|Свердловская область,город Карпинск,улица Серова, дом 25|ПН-ВС 09:00-22:00|ДА|95.83|59.77557978930957|59.99404181482162
PS11425|2021-11-24 00:00:00|Свердловская область,город Карпинск,улица Почтамтская, зд 27|ПН-ВС 09:00-22:00|ДА|92.57|59.77964101197648|59.98856114341676
PS11427|2021-11-24 00:00:00|Свердловская область,город Североуральск,улица Ленина, дом 30/1|ПН-ВС 09:00-22:00|ДА|95.56|60.15009001835719|59.95108000000522
PS11429|2021-11-24 00:00:00|Свердловская область,город Североуральск,улица Комсомольская, дом 13|ПН-ВС 09:00-22:00|ДА|96.67|60.15690999578541|59.96657000853054
PS11430|2021-11-24 00:00:00|Свердловская область,город Североуральск, поселок Черёмухово,улица Калинина, дом 17|ПН-ВС 09:00-22:00|ДА|91.67|60.14146998531254|59.93741003793545
PS11437|2021-11-24 00:00:00|Свердловская область,город Нижний Тагил,улица Алтайская, дом 27|ПН-ВС 09:00-22:00|ДА|96.3|57.90510998941264|60.08276003416756
